name,url,headquarter,size,founded,company_type,industry,description,revenue,company_url,
Micromeritics Instrument Corporation,"https://www.glassdoor.com/Overview/Working-at-Micromeritics-EI_IE350756.11,24.htm","Norcross, GA",201 to 500 Employees,1962,Company - Private,Electronics Manufacturing,"Micromeritics is the world’s leading supplier of high-performance systems to characterize particles, powders and porous materials with a focus on physical properties, chemical activity, and flow properties. Our industry-leading technology portfolio includes: pycnometry, adsorption, dynamic chemisorption, intrusion porosimetry, powder rheology, activity testing of catalysts, and particle size.

The company has R&D and manufacturing sites in the USA, UK, and Spain, and direct sales and service operations throughout the Americas, Europe, and Asia. Micromeritics systems are the instruments-of-choice in more than 10,000 laboratories of the world’s most innovative companies, prestigious government, and academic institutions. Our world-class scientists and responsive support teams enable customer success by applying Micromeritics technology to the most demanding applications.",$25 to $100 million (USD),http://www.micromeritics.com/,
Corvid Technologies LLC,"https://www.glassdoor.com/Overview/Working-at-Corvid-Technologies-EI_IE473557.11,30.htm","Mooresville, NC",51 to 200 Employees,2004,Company - Private,Aerospace & Defense,,$5 to $25 million (USD),http://www.corvidtec.com/,
RULAND MANUFACTURING,"https://www.glassdoor.com/Overview/Working-at-Ruland-Manufacturing-EI_IE3194172.11,31.htm","Marlborough, MA",51 to 200 Employees,,Company - Private,Consumer Product Manufacturing,,$5 to $25 million (USD),http://www.ruland.com/,
AC Corporation,"https://www.glassdoor.com/Overview/Working-at-Air-Professional-Associates-EI_IE2569863.11,38.htm","North Salem, NY",1 to 50 Employees,2007,Company - Private,General Repair & Maintenance,"Air Professional Associates LLC – we are an area leader in all things heating and cooling. That includes ongoing maintenance, precision repairs, and expert system design & installation. Our combined services are bought to bear on residential homes, commercial buildings of every size and type, and industrial plants.. To learn more about us, please visit us at: https://www.airprofs.com",Unknown / Non-Applicable,http://www.airprofs.com/,
Barco Uniforms,"https://www.glassdoor.com/Overview/Working-at-Barco-Uniforms-EI_IE836474.11,25.htm","Gardena, CA",201 to 500 Employees,1929,Company - Private,"Department, Clothing & Shoe Stores","PERFECTED FIT, EXCEPTIONAL STYLE and UNRIVALED PERFORMANCE...

We design, manufacture and distribute premium fashion-forward uniforms that are eco-friendly, stain and wrinkle-resistant, easy care and ...ultra-comfortable. No stranger to being at the forefront of cutting-edge innovation, Barco Uniforms is the maker of Grey’s Anatomy™ Premium Uniforms and Barco One™ Sustainable High-Performance Scrubs.

LEAD...
Designed at our Los Angeles, CA Headquarters...
Barco™ Uniforms is passionate about leading the healthcare uniform industry with purposeful innovation, merging fashion with uniform design and cutting-edge fabric technology.

TRANSFORM...
Our reason for being is to design uniforms that improve the lives of the exceptional people wearing them.",$100 to $500 million (USD),http://www.barcouniforms.com/,
"Enterprise Contracting, Inc","https://www.glassdoor.com/Overview/Working-at-Enterprise-Contracting-EI_IE2532735.11,33.htm","Maryland Heights, MO",1 to 50 Employees,1994,Company - Public,Construction,"Enterprise Contracting, Inc. has been offering St. Louis, MO | Jefferson City- Columbia, MO | Kansas City, MO and surrounding counties unparalleled expertise, integrity and customer service for many years. We will use the best materials and products to make your home beautiful and reliable for decades to come. Our fields of expertise span roofing, siding, windows, gutters and insulation, which are all paramount in ensuring your home is weather resistant through freezing winter snow, intense summer heat, and torrential autumn and spring showers. Contact us today at (844) 830-ROOF *7663* for a free estimate from one of our experienced and friendly staff.
Locally Owned and Operated.
Licensed, Bonded and Insured.
Member of the NRCA.
Insurance Specialist.
BBB Accredited.
Angies List Super Service Award 2017.
Roofing Contractor of the year, Saint Ann. 2016.
Services Include but not limited:
Roofing
Siding
Windows
Tuckpointing
Gutters
Blown-in insulation
Soffit and Fascia
And Plenty More!
Fill out our form now to schedule your free home inspection!",$5 to $25 million (USD),http://www.enterprise-contracting.com/,
"Capital Remodeling, Inc.","https://www.glassdoor.com/Overview/Working-at-Capital-Remodeling-EI_IE627938.11,29.htm","Hanover, MD",201 to 500 Employees,,Company - Private,Construction,,Unknown / Non-Applicable,http://www.capitalremodeling.com/,
WT Equipment,"https://www.glassdoor.com/Overview/Working-at-Williams-Tractor-EI_IE1998086.11,27.htm","Fayetteville, AR",51 to 200 Employees,,Company - Private,,,Unknown / Non-Applicable,http://www.williamstractor.com/,
Moxie Pest Control,"https://www.glassdoor.com/Overview/Working-at-Moxie-Pest-Control-EI_IE782724.11,29.htm","San Diego, CA",501 to 1000 Employees,2000,Company - Private,Building & Personnel Services,"Since 2001, Moxie Pest Control has been raising the standard of service in the pest control industry.

Moxie’s model allows motivated team members from within our organization to open their own Moxie branches in their hometowns across the nation. With a central focus on service, expertise, and building life-long connections with our customers, Moxie has thousands of happy customers in communities including Denver, Phoenix, Dallas-Fort Worth, San Antonio, Chantilly, Stafford, Raleigh, St. George, Salt Lake City, Oklahoma City, and Nashville, as well as Orange and Riverside Counties in southern California.

Named for the drive and enthusiasm embraced by our team—Moxie’s mission is to improve the quality of life for our customers, team, and community.

We want to make our community a better place, and part of that is being a friendly, helpful neighbor. We think kindness is contagious, and we believe small gestures can have a big impact. That’s why we look for ways to make people happy—whether it’s greeting you with a smile, leaving you a detailed note, or responding to your needs as quickly as possible. The golden rule is our compass.

We believe in striving to do the right thing because we genuinely care about our customers, the work we do, and our personal and professional character. Every day, we uphold high standards of safety and ethics to ensure our customers feel secure and comfortable.

We’re more than a pest control company—we’re your neighbors.

We are always interested in finding genuinely kind, authentic individuals to join our team. Learn more today by visiting: https://www.moxieservices.com/careers-at-moxie/",$5 to $25 million (USD),http://www.moxieservices.com/,
Zatkoff Seals & Packings,"https://www.glassdoor.com/Overview/Working-at-Zatkoff-Seals-and-Packings-EI_IE309848.11,37.htm","Farmington Hills, MI",51 to 200 Employees,1959,Company - Private,Machinery Manufacturing,"Zatkoff Seals and Packings was founded in 1959 by Roger Zatkoff, following a successful career in the NFL. From our inception, we have focused on customer service and exceeding expectations on everything we do. We have grown to be the largest independent seals distributor in the United States, with eight branches throughout the Midwest. All of our branches are ISO9001 certified.",$100 to $500 million (USD),http://www.zatkoff.com/,
Newmark,"https://www.glassdoor.com/Overview/Working-at-Newmark-EI_IE17400.11,18.htm","New York, NY",5001 to 10000 Employees,1929,Company - Public (NMRK),Real Estate,"At Newmark, we don’t just adapt to what our partners need—we adapt to what the future demands.

Since 1929, we’ve faced forward, predicting change and pioneering ideas. Almost a century later, the same strategic sense and audacious thinking still guide our approach. Today our integrated platform delivers seamlessly connected services tailored to every type of client, from owners to occupiers, investors to founders, and growing startups to leading companies.

Tapping into smart tech and smarter people, Newmark brings ingenuity to every exchange and transparency to every relationship. We think outside of boxes, buildings and business lines, delivering a global perspective and a nimble approach. From reimagining spaces to engineering solutions, we have the vision to see what’s next and the tenacity to get there first.",$1 to $5 billion (USD),http://www.nmrk.com/,
